;
;
; Title		:	Object.dat
; Author	:	Richard Jobling
; Date		:	03/02/00
;
;	09/05/2001	- Andrzej:	- some new Collision Damage Effect numbers added;
;	14/07/2001	- Andrzej:	- smash_barpost_completely added;
;	
;
;
; (A) Object Name		[256 chars max]
; (B) Mass				[kilograms 1 to 50000]
; (C) TurnMass			[kg m^3 or some such dimension] 
; (D) Air Resistance	[scale 0 (total resistance) to 1 (zero resistance)]
; (E) Elasticity		[scale 0 (no bounce) to 1 (full bounce)]
; (F) Percent Submerged	[percentage 10 to 120]
; (G) Uproot Limit		[force magnitude required to uproot]
; (H) Collision Damage Multiplier	[0.1 - 5.0 ish]
;
; (I) Collision Damage Effect [uint8 integer 0 - 4]
;		0:none 1:change_model 2:split_model 3:smash_completely 4:change_then_smash
;		50:smash_cardbox_completely		(only for cardbox1 & cardbox4)
;		60:smash_woodenbox_completely	(only for woodenbox);
;		70:smash_trafficcone_completely	(only for trafficcone);
;		80:smash_barpost_completely		(only for smashbar);
;
;
;
;
; (J) Special Collision Response Cases [uint8 0 - 4] 0:none(default) 1:lampost 2:smallbox 3:bigbox 4:fencepart
; (K) Camera to avoid this object (0) for no (1) for yes
;
;
;
;A			B		C		D		E		 F		  G		H	I	J	K
glassfx55		 9999.0,	99999.0		0.99,		0.1,		 50.0,		  125.0,	1.0,	0,	4,	0
glassfxsub1		 9999.0,	99999.0		0.99,		0.1,		 50.0,		  125.0,	1.0,	0,	4,	0
glassfxsub2		 9999.0,	99999.0		0.99,		0.1,		 50.0,		  125.0,	1.0,	0,	4,	0
glassfx_composh		 9999.0,	99999.0		0.99,		0.1,		 50.0,		  125.0,	1.0,	0,	4,	0
mine			99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	0,	0
briefcase		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	0,	0
crushercrush		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	0,	0
crushertop		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	0,	0
Money			99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	0,	0
oddjgaragdoor		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
package1		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	0,	0
bar_barrier10		  500.0,	 5000.0		0.99,		0.05,		 50.0,		  350.0,	1.0,	1,	4,	0
bar_barrier12		  500.0,	 5000.0		0.99,		0.05,		 50.0,		  350.0,	1.0,	1,	4,	0
eitballsdoor		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
cs8_door		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
bombdoor		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
bankjobdoor		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
fuzballdoor		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
joeysdoor 		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
Mistydoor		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
;fishfctory		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	0,	0
;fshfctry_dstryd	99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	0,	0
fishoildrum,		 2000.0,	 4000.0		0.99,		0.1,		 50.0,		 1200.0,	1.0,	0,	0,	1
firedoor,		99999.0,	99999.0		0.99,		0.1,		 50.0,	 	    0.0,	1.0,	0,	4,	1
Electricgate,		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	0
warehousedoor,		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
vheistlocdoor,		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
PoliceBallSigns,	99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	0,	0
lamppost1,		  600.0,	 4000.0		0.99,		0.05,		 50.0,		  400.0,	1.0,	1,	1,	0
lamppost2,		 1250.0,	12500.0		0.99,		0.05,		 50.0,		  400.0,	1.0,	1,	1,	0
lamppost3,		  700.0,	 6000.0		0.99,		0.05,		 50.0,		  400.0,	1.0,	1,	1,	0
trafficlight1,		 1500.0,	12000.0		0.99,		0.05,		 50.0,		  500.0,	1.0,	1,	1,	0
parkingmeter,		   60.0,	  100.0		0.99,		0.05,		 50.0,		  100.0,	1.0,	1,	1,	0
wastebin,		   10.0,	   10.0		0.97,		0.1,		120.0,		    0.0,	1.0,	1,	0,	0
rubble01,		  200.0,	  400.0		0.97,		0.05,		120.0,		    0.0,	1.0,	0,	0,	0
rubble02,		  100.0,	  150.0		0.97,		0.05,		120.0,		    0.0,	1.0,	0,	0,	0
bin1,			  200.0,	  140.0		0.99,		0.05,		 50.0,		  100.0,	1.0,	1,	0,	0
postbox1,		  200.0,	  150.0		0.99,		0.03,		 50.0,		  100.0,	1.0,	1,	0,	0
fire_hydrant,		  150.0,	   50.0		0.99,		0.03,		 50.0,		  100.0,	1.0,	1,	0,	0
bollardlight		  150.0,	   50.0		0.99,		0.03,		 50.0,		  100.0,	1.0,	0,	0,	0
;
;
;trafficcone,		   25.0,	   50.0		0.99,		0.03,		 50.0,		   10.0,	1.0,	1,	2,	0
trafficcone,		   25.0,	   50.0		0.99,		0.03,		 50.0,		   10.0,	2.0,	70,	2,	0
;
;
bodycast,		  100.0,	  150.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	1,	2,	0
barrel1,		   50.0,	   50.0		0.99,		0.05,		 50.0,		    0.0,	1.0,	0,	0,	0
barrel2,		  250.0,	  150.0		0.99,		0.05,		 50.0,		    0.0,	1.0,	0,	0,	0
barrel3,		  100.0,	  100.0		0.99,		0.05,		 50.0,		    0.0,	1.0,	0,	0,	0
barrel4,		  99999.0,	  99999.0	0.99,		0.05,		 50.0,		    99999.0,	1.0,	0,	0,	0
dump1,			  900.0,	  900.0		0.99,		0.05,		 50.0,		    0.0,	1.0,	1,	0,	0
adboard1,		 1250.0,	 2500.0		0.99,		0.05,		 50.0,		    0.0,	1.0,	0,	0,	0
palette,		   50.0,	  150.0		0.99,		0.05,		 50.0,		    0.0,	1.0,	1,	0,	0
roadworkbarrier1,	   30.0,	   50.0		0.99,		0.04,		 50.0,		    0.0,	1.0,	0,	0,	0
;
;
;woodenbox,		  250.0,	  150.0		0.99,		0.04,		 50.0,		    0.0,	1.0,	0,	0,	0
woodenbox,		  99999.0,	  99999.0	0.99,		0.04,		 50.0,		    99999.0,	1.5,	60,	0,	0
;
;
bussign1,		   30.0,	   50.0		0.99,		0.05,		 50.0,		  200.0,	1.0,	0,	1,	0
noparkingsign1,		   30.0,	   50.0		0.99,		0.05,		 50.0,		  200.0,	1.0,	0,	1,	0
phonesign,		   30.0,	   50.0		0.99,		0.05,		 50.0,		  200.0,	1.0,	0,	1,	0
parkbench1,		   50.0,	  100.0		0.99,		0.05,		 50.0,		    5.0,	1.0,	1,	0,	0
taxisign,		   30.0,	   50.0		0.99,		0.05,		 50.0,		  200.0,	1.0,	0,	1,	0
doublestreetlght1,	  700.0,	 7000.0		0.99,		0.05,		 50.0,		  400.0,	1.0,	1,	1,	0
parktable1,		  250.0,	  500.0		0.99,		0.05,		 50.0,		    0.0,	1.0,	1,	0,	0
cardboardbox2,		   99999.0,	   99999.0	0.99,		0.03,		 50.0,		    99999.0,	4.0,	50,	2,	0
;
;
;cardboardbox4,		   40.0,	   80.0		0.99,		0.04,		 50.0,		    0.0,	1.0,	0,	2,	0
;cardboardbox,		   10.0,	   10.0		0.99,		0.03,		 50.0,		    0.0,	1.0,	0,	2,	0
;
cardboardbox4,		   99999.0,	   99999.0	0.99,		0.04,		 50.0,		    99999.0,	2.5,	50,	2,	0
cardboardbox,		   99999.0,	   99999.0	0.99,		0.03,		 50.0,		    99999.0,	2.5,	50,	2,	0
;
;
Gdyn_barrier17,		  250.0,	 1500.0		0.99,		0.05,		 50.0,		  350.0,	1.0,	1,	4,	0
;lhouse_barrier,	  250.0,	 1500.0		0.99,		0.05,		 50.0,		  350.0,	1.0,	1,	4,	0
lhouse_barrier1,	  250.0,	 1500.0		0.99,		0.05,		 50.0,		  350.0,	1.0,	1,	1,	0
lhouse_barrier2,	  250.0,	 1500.0		0.99,		0.05,		 50.0,		  350.0,	1.0,	1,	4,	0
lhouse_barrier3,	  250.0,	 1500.0		0.99,		0.05,		 50.0,		  350.0,	1.0,	1,	4,	0
fshcrte01,		 1250.0,	 2500.0		0.99,		0.05,		 50.0,	 	    0.0,	1.0,	0,	0,	0
fish01,			   20.0,	   20.0		0.99,		0.05,		 50.0,		    0.0,	1.0,	0,	0,	0
fishstall03,		 1250.0,	 2500.0		0.99,		0.05,		 50.0,		    0.0,	1.0,	1,	0,	0
fishstall04,		 1250.0,	 2500.0		0.99,		0.05,		 50.0,		    0.0,	1.0,	1,	0,	0
crbaskt02,		  250.0,	  250.0		0.99,		0.05,		 50.0,		    0.0,	1.0,	0,	0,	0
strtbarrier01,		 1250.0,	 2500.0		0.99,		0.05,		 50.0,		    0.0,	1.0,	0,	0,	0
papermachn01		   50.0,	   50.0		0.99,		0.04,		 50.0,		    0.0,	1.0,	1,	0,	0
grenade, 		 1250.0,	 2500.0		0.99,		0.05,		 50.0,		    0.0,	1.0,	0,	0,	0
ak47, 			 1250.0,	 2500.0		0.99,		0.05,		 50.0,		    0.0,	1.0,	0,	0,	0
bat, 			 1250.0,	 2500.0		0.99,		0.05,		 50.0,		    0.0,	1.0,	0,	0,	0
colt45, 		 1250.0,	 2500.0		0.99,		0.05,		 50.0,		    0.0,	1.0,	0,	0,	0
molotov, 		 1250.0,	 2500.0		0.99,		0.05,		 50.0,		    0.0,	1.0,	0,	0,	0
rocket, 		 1250.0,	 2500.0		0.99,		0.05,		 50.0,		    0.0,	1.0,	0,	0,	0
shotgun, 		 1250.0,	 2500.0		0.99,		0.05,		 50.0,		    0.0,	1.0,	0,	0,	0
sniper, 		 1250.0,	 2500.0		0.99,		0.05,		 50.0,		    0.0,	1.0,	0,	0,	0
uzi, 			 1250.0,	 2500.0		0.99,		0.05,		 50.0,		    0.0,	1.0,	0,	0,	0
m16, 			 1250.0,	 2500.0		0.99,		0.05,		 50.0,		    0.0,	1.0,	0,	0,	0
flame, 			 1250.0,	 2500.0		0.99,		0.05,		 50.0,		    0.0,	1.0,	0,	0,	0
door_bombshop		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
vheistlocdoor		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
laundrtdoor1		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
police_celhole		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	0
floatpackge1		  100.0,	   50.0		0.97,		0.5,		 25.0,		    0.0,	1.0,	0,	0,	0
door2_garage		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
donkeymag		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	0,	0
bomb, 			 1250.0,	 2500.0		0.99,		0.05,		 50.0,		    0.0,	1.0,	0,	0,	0
ind_slidedoor		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
salvatordoor		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
backdoor		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
bankdoor		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
shedgaragedoor		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
;coffee			99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	0,	0
packagelarge		   50.0,	   50.0		0.97,		0.05,		 10.0,		    0.0,	1.0,	0,	2,	0	
files			   25.0,	   10.0		0.96,		0.1,		 50.0,		    0.0,	1.0,	0,	2,	0	
bullion			   50.0,	   50.0		0.99,		0.05,		 50.0,		    0.0,	1.0,	0,	0,	0	
savecardoor		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
door_jmsgrage		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
jamesgrge_kb		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	0
door_sfehousegrge	99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
door4_garage		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
door_col_compnd_01	99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
door_col_compnd_02	99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
door_col_compnd_03	99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
door_col_compnd_04	99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
door_col_compnd_05	99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
impex_door		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
SalvGarage		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	0
bouy,			 1250.0,	 2500.0		0.99,		0.05,		 30.0,		    0.0,	1.0,	0,	0,	0
joey_door1		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
joey_door2		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
garage_kb		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	0
dogfoodoor01		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
leveldoor2		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
hangardoor1		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
hangardoor2		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
Airportdoor1		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
Airportdoor2		99999.0,	99999.0		0.99,		0.1,		 50.0,		  120.0,	1.0,	0,	4,	1
petrolpump		  250.0,	  150.0		0.99,		0.05,		 50.0,		  120.0,	1.0,	0,	0,	0
Columbiangate		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	0
door3_garage		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
amcogaragedoor		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
towergaragedoor1	99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
towergaragedoor2	99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
towergaragedoor3	99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
plysve_gragedoor	99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
playersdoor		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
impexpsubgrgdoor	99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
Sub_sprayshopdoor	99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
plysav_lftdr_rght	99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
plysav_lftdr_lft	99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
newtowerdoor1		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
ind_plyrwoor		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	0,	0
line			99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	0,	0
faketarget		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	0,	0
bribe			99999.0,	99999.0		0.99,		0.1,		 50.0,		  125.0,	1.0,	0,	0,	0
bonus			99999.0,	99999.0		0.99,		0.1,		 50.0,		  125.0,	1.0,	0,	0,	0
killfrenzy		99999.0,	99999.0		0.99,		0.1,		 50.0,		  125.0,	1.0,	0,	0,	0
camerapickup		99999.0,	99999.0		0.99,		0.1,		 50.0,		  125.0,	1.0,	0,	0,	0
;;
;smashbar		   20.0,	   20.0		0.99,		0.03,		 50.0,		    0.0,	4.0,	50,	2,	0
;
smashbar		   50.0,	  100.0		0.99,		0.05,		 50.0,		 1000.0,	0.7,	80,	4,	0
;
chnabankdoor		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
8ballsuburbandoor	99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
Deadman1		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	0
Deadmanoblood		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	0
barrelexpos		  250.0,	  150.0		0.99,		0.05,		 50.0,		    0.0,	1.0,	0,	0,	0
helix_barrier		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
fixed_inside		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
broken_inside		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
fixed_outside		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
broken_outside		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
bridgefuka		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
bridgefukb		99999.0,	99999.0		0.99,		0.1,		 50.0,		    0.0,	1.0,	0,	4,	1
* ;end of file
